AQC00914000        6380R
USC00230051         377Q
USC00230088         996R
USC00230127         978R
USC00230143         367S
USC00230163         776Q
USC00230164         707S
USC00230204         583S
USC00230224         915R
USC00230304         654R
USC00230368         842Q
USC00230539         880R
USC00230542         936Q
USC00230595        1099R
USC00230608         407R
USC00230657         772S
USC00230735        1244R
USC00230789         759S
USC00230817         628R
USC00230856         728R
USC00230980         518S
USC00231037         513R
USC00231087         714R
USC00231145         561S
USC00231189         653R
USC00231212         809R
USC00231216         417Q
USC00231275         537R
USC00231304         660R
USC00231340         525S
USC00231356         708R
USC00231364        1247R
USC00231383         849R
USC00231467         991R
USC00231482         600R
USC00231540        1092R
USC00231580         475R
USC00231600         641Q
USC00231640         603R
USC00231674        1045R
USC00231704         567R
USC00231711         611R
USC00231748         614Q
USC00231773         448S
USC00231801         717R
USC00231822         353R
USC00231837         561S
USC00232071         708Q
USC00232220         808R
USC00232240         717R
USC00232289        1161S
USC00232302         840R
USC00232318         473R
USC00232482         529S
USC00232503         661R
USC00232511         673R
USC00232568         490R
USC00232591         748S
USC00232619         889R
USC00232809         863R
USC00232850         772R
USC00232941         700Q
USC00233038         934C
USC00233043         696R
USC00233079         735S
USC00233094         858R
USC00233102         504R
USC00233162         831Q
USC00233262         738Q
USC00233329         353R
USC00233369         357R
USC00233451        1075R
USC00233483         834R
USC00233568         417S
USC00233601         661S
USC00233793         763R
USC00233838         521R
USC00233999        1212Q
USC00234019         814R
USC00234023         849S
USC00234136         786S
USC00234154         524R
USC00234226        1145R
USC00234271         694S
USC00234382         455R
USC00234417        1261R
USC00234505         365R
USC00234544         456R
USC00234637         511R
USC00234660        1080Q
USC00234694         675R
USC00234705         736R
USC00234825         728R
USC00234850         474R
USC00234904         506R
USC00234919         876S
USC00234982         426Q
USC00235027         727S
USC00235050         543R
USC00235098         597S
USC00235130         477Q
USC00235207        1105R
USC00235227         862R
USC00235253        1110S
USC00235307         818S
USC00235340         339R
USC00235492         413R
USC00235541         711R
USC00235578         415S
USC00235594         744Q
USC00235671         636R
USC00235704         767S
USC00235708         646Q
USC00235715         849Q
USC00235784         749Q
USC00235834         888S
USC00235862         740R
USC00235916         470Q
USC00235976         758R
USC00235987         604S
USC00236012         606S
USC00236045        1221S
USC00236269         498R
USC00236302         847R
USC00236357         256R
USC00236402         620S
USC00236452         781R
USC00236460         822S
USC00236468         789R
USC00236493         590S
USC00236563         425S
USC00236641         870R
USC00236678         748S
USC00236739         409R
USC00236745         493R
USC00236749         744Q
USC00236760         648R
USC00236775         471R
USC00236777         666Q
USC00236791        1136R
USC00236804        1148S
USC00236826         879R
USC00236834         760Q
USC00236866         368R
USC00236970        1072R
USC00237094         888Q
USC00237105         706R
USC00237114         479R
USC00237116         500Q
USC00237263         841C
USC00237300         815R
USC00237309         948R
USC00237397         820R
USC00237398         732R
USC00237452         780Q
USC00237475         762R
USC00237506         872S
USC00237514         532R
USC00237578         590R
USC00237632         610S
USC00237645         859R
USC00237720         637R
USC00237772        1235R
USC00237862         413Q
USC00237963         370S
USC00238003         253Q
USC00238051         520S
USC00238082         702R
USC00238171         829R
USC00238188         463R
USC00238223         593S
USC00238313         925S
USC00238444         451R
USC00238466         611R
USC00238515         817S
USC00238523         440R
USC00238524         517R
USC00238542         566Q
USC00238561         847S
USC00238577         665R
USC00238583         985Q
USC00238603         676R
USC00238620         782S
USC00238664         636R
USC00238700        1179Q
USC00238712         497Q
USC00238725         726Q
USC00238746         792R
USC00238754         873R
USC00238768         436Q
USC00238777         849R
USC00238805         820R
USC00238880         976R
USC00238910         973R
USC00238984        1132S
USC00240075         401Q
USC00240088          86R
USC00240110         120R
USC00240115         129R
USC00240199         193S
USC00240364         125R
USC00240375         250R
USC00240392         150R
USC00240412         113S
USC00240432         134R
USC00240554          79Q
USC00240636         139R
USC00240739          94R
USC00240743         112R
USC00240755         414R
USC00240770         127R
USC00240775         398R
USC00240780         185R
USC00240801         173R
USC00240802         147R
USC00240819         131R
USC00240923          75Q
USC00241008          90S
USC00241044         254C
USC00241047         163S
USC00241050         558R
USC00241081         106R
USC00241084         152R
USC00241088          91S
USC00241102         148R
USC00241127         139R
USC00241164         112Q
USC00241169          58R
USC00241231         131S
USC00241297         170S
USC00241320         158Q
USC00241470          94R
USC00241518         151S
USC00241525         120S
USC00241552         160S
USC00241557         136S
USC00241692         117R
USC00241722         137S
USC00241730          96Q
USC00241737          70R
USC00241758         114S
USC00241840         172Q
USC00241875          96R
USC00241905         142S
USC00241938         174S
USC00241974         104S
USC00241984         112R
USC00241995         546R
USC00242104         398R
USC00242122          93S
USC00242221         341R
USC00242266         137R
USC00242275          82R
USC00242301          94R
USC00242347         116R
USC00242409          95S
USC00242421         118R
USC00242438         144S
USC00242550          91Q
USC00242629         677Q
USC00242689         159S
USC00242738         251Q
USC00242793         141S
USC00242820          56R
USC00242827         270S
USC00242857          99S
USC00242996         178R
USC00243013         141R
USC00243089          75R
USC00243098         143S
USC00243110         116R
USC00243113         136S
USC00243139         265R
USC00243157          79R
USC00243176          81S
USC00243346         119S
USC00243366         336R
USC00243378         114R
USC00243445         187S
USC00243486         133R
USC00243489         191R
USC00243530          88R
USC00243554          99R
USC00243556         122Q
USC00243570          66S
USC00243581         100R
USC00243617         123S
USC00243707         102C
USC00243727         166S
USC00243749         137Q
USC00243753         156R
USC00243885         290R
USC00243915         130R
USC00243929         111S
USC00243934         129Q
USC00243939         111R
USC00243984        1048Q
USC00244038         824R
USC00244084        1131C
USC00244174          69S
USC00244180         118R
USC00244181         103Q
USC00244193         170Q
USC00244241          99S
USC00244328         890R
USC00244345         137R
USC00244358         129R
USC00244364         152S
USC00244386         114S
USC00244447         164R
USC00244506         164R
USC00244512          74R
USC00244522         124R
USC00244530          78R
USC00244538          96R
USC00244545         170R
USC00244558         386S
USC00244560         381Q
USC00244715         119S
USC00244820         294R
USC00244894         141R
USC00244954         225S
USC00244978         267S
USC00245011         402R
USC00245015         523R
USC00245020         658S
USC00245030          97R
USC00245040         470R
USC00245043         703S
USC00245045         137R
USC00245080         160S
USC00245153         111S
USC00245285         113R
USC00245303         123S
USC00245334         115Q
USC00245338          88R
USC00245340          82R
USC00245387         119S
USC00245533         180R
USC00245572          89R
USC00245596         151S
USC00245603         153S
