AQC00914000        3963R
USC00210146        1391Q
USC00210157        1317R
USC00210190        1259Q
USC00210252         951C
USC00210287        1073C
USC00210355        1401Q
USC00210387        1184R
USC00210515        1113S
USC00210564        1151Q
USC00210643        1154Q
USC00210667        1202S
USC00210746        1173Q
USC00210809        1159Q
USC00210852        1367S
USC00210939        1124S
USC00210973        1037Q
USC00210981        1374R
USC00210989        1152S
USC00211063        1022R
USC00211065        1295Q
USC00211074        1292R
USC00211107        1271S
USC00211174        1373Q
USC00211198        1481S
USC00211245        1054R
USC00211250        1153Q
USC00211263        1019S
USC00211303         904R
USC00211374        1088R
USC00211390        1318R
USC00211448        1175R
USC00211465        1346R
USC00211468        1340Q
USC00211630        1245S
USC00211669        1250R
USC00211691        1224C
USC00211771        1131Q
USC00211891        1009S
USC00212015        1067Q
USC00212023        1233Q
USC00212038         933R
USC00212050        1168Q
USC00212088        1255Q
USC00212142        1122R
USC00212486        1353S
USC00212500        1285S
USC00212543        1187R
USC00212555        1151Q
USC00212576        1212Q
USC00212645        1176R
USC00212698        1289S
USC00212721        1338S
USC00212737        1291S
USC00212768        1053R
USC00212842        1160R
USC00212881        1277S
USC00212916        1179R
USC00213076        1315R
USC00213174        1112S
USC00213282         944S
USC00213290        1472S
USC00213296        1064Q
USC00213303        1207C
USC00213311         991R
USC00213411        1131S
USC00213417        1100R
USC00213455         965R
USC00213520        1428S
USC00213567        1271S
USC00213793        1265S
USC00213808        1383Q
USC00213962        1260S
USC00214008        1193S
USC00214103        1112S
USC00214106        1199S
USC00214176        1318R
USC00214191        1202Q
USC00214233        1189Q
USC00214306        1029R
USC00214418        1372C
USC00214438        1339R
USC00214453        1210R
USC00214534        1103R
USC00214546        1157S
USC00214563        1462S
USC00214652        1119S
USC00214778        1268R
USC00214793        1090S
USC00214809        1097R
USC00214861        1173S
USC00214884        1314R
USC00214918        1115R
USC00214937        1163R
USC00214994         989S
USC00215012        1140R
USC00215073        1359R
USC00215175        1262R
USC00215204        1089S
USC00215325        1152C
USC00215392        1226S
USC00215400        1080S
USC00215482        1096R
USC00215488        1302S
USC00215563        1128S
USC00215571        1432R
USC00215586        1001R
USC00215590        1203Q
USC00215598        1257S
USC00215615        1197S
USC00215638        1122C
USC00215838        1301R
USC00215842        1337S
USC00215887        1290C
USC00215902        1141Q
USC00216152        1162S
USC00216166        1156R
USC00216211        1236Q
USC00216225        1033Q
USC00216228        1033R
USC00216276        1170R
USC00216287        1399S
USC00216405        1125S
USC00216547        1117S
USC00216565        1069S
USC00216612        1211S
USC00216654        1435S
USC00216787        1166S
USC00216795        1078R
USC00216817        1279S
USC00216822        1222S
USC00216839        1176S
USC00216920        1202Q
USC00217011        1393Q
USC00217020        1196S
USC00217107        1395R
USC00217149        1030R
USC00217157        1189R
USC00217184        1362R
USC00217326        1260S
USC00217377        1394R
USC00217379        1306Q
USC00217405        1335R
USC00217460        1245R
USC00217502        1267S
USC00217907        1143C
USC00217917        1405Q
USC00217941        1468Q
USC00218025        1267R
USC00218037        1410R
USC00218039        1353Q
USC00218191        1177Q
USC00218227        1356S
USC00218307        1124Q
USC00218311        1191S
USC00218323        1062S
USC00218419        1161C
USC00218421        1162Q
USC00218429        1118S
USC00218450        1376R
USC00218477        1338R
USC00218520        1182S
USC00218552        1388S
USC00218579        1119S
USC00218618        1156S
USC00218679        1133S
USC00218692        1386S
USC00218700        1153Q
USC00218808        1399R
USC00218907        1000S
USC00218947        1019Q
USC00218986        1266Q
USC00219004        1289S
USC00219033        1213S
USC00219046        1313C
USC00219059        1141C
USC00219067        1361S
USC00219072        1282C
USC00219085        1304R
USC00219101        1170R
USC00219134        1117R
USC00219170        1229S
USC00219173        1221S
USC00219208        1380R
USC00219231        1429Q
USC00219249        1380S
USC00220008        1251S
USC00220021        1099S
USC00220039        1201R
USC00220173        1196R
USC00220218        1903Q
USC00220237        1160S
USC00220290        1237S
USC00220378        1245S
USC00220488        1104S
USC00220521        1887R
USC00220523        1432Q
USC00220585        1542R
USC00220660        1150S
USC00220792        2043R
USC00220955        1216S
USC00221094        1401S
USC00221111        1178R
USC00221152        1279S
USC00221174        1474C
USC00221262        1250R
USC00221314        1218S
USC00221389        1109S
USC00221489        1180S
USC00221578        1547R
USC00221606        1340R
USC00221707        1041S
USC00221738        1126R
USC00221743        1053R
USC00221804        1269C
USC00221852        1393S
USC00221860        1424S
USC00221865        1556S
USC00221880        1312S
USC00221962        1229R
USC00222034        1447R
USC00222046        1294S
USC00222094        1463R
USC00222385        1422S
USC00222658        1154R
USC00222773        1126S
USC00222896        1152R
USC00223107        1462R
USC00223208        1317S
USC00223340        1306S
USC00223605        1086R
USC00223645        1266S
USC00223650        1251Q
USC00223671        2019R
USC00223700        1194S
USC00223887        1623S
USC00223920        1381S
USC00223975        1172R
USC00224001        1281S
USC00224173        1278S
USC00224265        1366R
USC00224377        1195S
USC00224455        1309S
USC00224702        1251R
USC00224776        1337S
USC00224816        1291R
USC00224842        1069R
USC00224869        1153R
USC00224939        1447S
USC00224966        1783C
USC00225020        1037Q
USC00225062        1032S
USC00225247        1329S
USC00225361        1270R
USC00225611        1806R
USC00225704        1461R
USC00225897        1141R
USC00225943        1367C
USC00225987        1465S
USC00226009        1073C
USC00226084        1185S
USC00226177        1380S
USC00226256        1207S
USC00226294        1198R
USC00226308        1309S
USC00226476        1383R
USC00226484        2042R
USC00226513        1337Q
USC00226527        1143Q
USC00226638        1474Q
USC00226640        1497Q
USC00226642        1515Q
USC00226643        1401Q
USC00226644        1354Q
USC00226718        2073R
USC00226750        1309R
USC00226811        1415R
USC00226894        1292S
USC00226921        1816R
USC00227066        1183R
USC00227106        1307S
USC00227111        1317S
USC00227128        1716S
USC00227132        1244S
USC00227172        1377R
USC00227220        1491S
USC00227276        1484Q
USC00227444        1468R
USC00227467        1234S
USC00227537        1334R
USC00227560        1077S
USC00227595        1193Q
USC00227807        1213S
USC00227815        1227S
USC00227831        1269Q
USC00227840        2126S
USC00227921        1285S
USC00228053        1415S
USC00228145        1227R
USC00228374        1239S
USC00228413        1947R
USC00228445         983S
USC00228556        1525S
USC00228899        1523Q
USC00228998        1094S
USC00229004        1245Q
USC00229006        1116R
USC00229048        1739S
USC00229072        1443R
USC00229079        1264R
USC00229114        1213S
USC00229157        2331R
USC00229173        1207R
USC00229216        1143R
USC00229230        1223Q
USC00229326        1352S
USC00229400        1332R
USC00229426        1847S
USC00229439        1428S
USC00229597        1323S
USC00229639        1613R
USC00229743        1283S
USC00229793        1596R
USC00229860        1130S
USC00230051        1422Q
USC00230088        1159R
USC00230127         949R
USC00230143        1405C
USC00230163        1215Q
USC00230164        1131S
USC00230204        1303S
USC00230224        1170R
USC00230304        1243S
USC00230368        1041Q
USC00230539        1141R
USC00230542         997Q
USC00230595        1028R
USC00230608        1447S
USC00230657        1177S
USC00230735         987R
USC00230789        1315S
USC00230817        1427R
USC00230856        1174R
USC00230980        1489S
USC00231037        1395R
USC00231087        1218R
USC00231145        1414C
USC00231189        1310S
USC00231212        1283R
USC00231216        1383Q
USC00231275        1247S
USC00231304        1304S
USC00231340        1413S
USC00231356        1188R
USC00231364        1123S
USC00231383        1161R
USC00231467        1257R
USC00231482        1334R
USC00231540        1105R
USC00231580        1409C
USC00231600        1300Q
USC00231640        1144R
USC00231674        1111R
USC00231704        1344R
USC00231711        1434S
USC00231748        1396Q
USC00231773        1381S
USC00231801        1420R
USC00231822        1425R
USC00231837        1375S
USC00232071        1382Q
USC00232220        1108R
USC00232240        1275R
USC00232289        1074S
USC00232302        1012S
USC00232318        1413R
USC00232482        1421S
USC00232503        1239S
USC00232511        1368S
USC00232568        1444R
USC00232591        1109C
USC00232619        1105R
USC00232809        1161S
USC00232850        1173R
USC00232941        1304Q
USC00233038        1096C
USC00233043        1281S
USC00233079        1345S
USC00233094        1189R
USC00233102        1398R
USC00233162        1066Q
USC00233262        1313Q
USC00233329        1564R
USC00233369        1357R
USC00233451        1139R
USC00233483        1111R
USC00233568        1298S
USC00233601        1290S
USC00233793        1285S
USC00233838        1374R
USC00233999        1073Q
USC00234019        1131R
USC00234023        1072C
USC00234136        1216S
USC00234154        1488R
USC00234226        1129S
USC00234271        1274S
USC00234382        1401R
USC00234417         942R
USC00234505        1461S
