AQW00061705          93C
USC00291440         298S
USC00291445         315Q
USC00291450         315R
USC00291469         299S
USC00291480         231S
USC00291515         316S
USC00291630         318S
USC00291647         340S
USC00291664         335S
USC00291721         304Q
USC00291813         314S
USC00291840         318R
USC00291883         296Q
USC00291910         358S
USC00291918         279R
USC00291931         254R
USC00291939         274S
USC00291963         321R
USC00291982         326S
USC00292030         280S
USC00292095         258R
USC00292096         280R
USC00292100         326R
USC00292207         316R
USC00292241         365R
USC00292250         327S
USC00292365         305Q
USC00292436         330R
USC00292453         285R
USC00292510         343C
USC00292608         367S
USC00292700         350S
USC00292785         329S
USC00292820         301R
USC00292837         361S
USC00292848         283S
USC00292854         311R
USC00292865         333S
USC00293031         343R
USC00293060         357S
USC00293142         258R
USC00293157         311S
USC00293180         345R
USC00293265         261R
USC00293294         304S
USC00293296         328Q
USC00293340         337S
USC00293368         306R
USC00293428         298Q
USC00293488         279S
USC00293530         371R
USC00293577         357S
USC00293649         298S
USC00293706         292S
USC00293775         338R
USC00293855         361R
USC00294009         320S
USC00294026         290R
USC00294030         281R
USC00294112         294R
USC00294346         315S
USC00294366         286Q
USC00294369         316S
USC00294426         360R
USC00294719         305R
USC00294742         297R
USC00294862         376R
USC00294960         313R
USC00295079         375S
USC00295084         230S
USC00295150         357S
USC00295273         391R
USC00295290         246R
USC00295370         338R
USC00295490         346R
USC00295516         284R
USC00295560         316S
USC00295617         303C
USC00295754         374R
USC00295908         334R
USC00295937         306C
USC00295960         253S
USC00295965         295R
USC00295968         313Q
USC00296061         264R
USC00296115         312R
USC00296275         312R
USC00296281         298R
USC00296435         308R
USC00296465         252R
USC00296619         313C
USC00296659         310R
USC00296676         321S
USC00296687         318S
USC00296754         296R
USC00296804         321S
USC00296812         265R
USC00296911         275Q
USC00297008         309S
USC00297180         358R
USC00297226         292S
USC00297254         316R
USC00297279         270S
USC00297280         330S
USC00297323         307S
USC00297340         341R
USC00297386         416R
USC00297477         310Q
USC00297481         300Q
USC00297585         279Q
USC00297605         320Q
USC00297638         276R
USC00297649         297R
USC00297867         288S
USC00298015         238R
USC00298085         300R
USC00298088         275Q
USC00298107         324S
USC00298127         299Q
USC00298284         330R
USC00298387         328S
USC00298501         342R
USC00298518         299S
USC00298524         331R
USC00298535         302S
USC00298596         307S
USC00298668         328R
USC00298713         323S
USC00298830         290R
USC00298834         317R
USC00298845         351S
USC00299031         310S
USC00299085         300R
USC00299128         303R
USC00299156         298C
USC00299165         290S
USC00299284         306Q
USC00299330         348R
USC00299496         305Q
USC00299569         298R
USC00299660         265R
USC00299686         360S
USC00299691         287S
USC00299806         337S
USC00299820         307S
USC00299851         302S
USC00300023         228R
USC00300055         177C
USC00300063         207R
USC00300085         223R
USC00300093         204R
USC00300183         250R
USC00300220         198R
USC00300321         203R
USC00300331         180R
USC00300343         199S
USC00300360         225R
USC00300443         181S
USC00300448         235S
USC00300668         240R
USC00300732         201Q
USC00300766         236R
USC00300785         184S
USC00300870         202Q
USC00300889         166S
USC00300961         151Q
USC00301095         219S
USC00301110         212R
USC00301152         177S
USC00301211         197Q
USC00301309         156Q
USC00301387         208R
USC00301401         199S
USC00301436         187S
USC00301595         201R
USC00301623         206R
USC00301625         178Q
USC00301708         195R
USC00301752         164S
USC00301761         233R
USC00301787         218R
USC00301799         191R
USC00301966         182S
USC00301974         215S
USC00302031         205Q
USC00302036         223S
USC00302047         206Q
USC00302060         214S
USC00302129         203S
USC00302169         224Q
USC00302366         238R
USC00302454         224Q
USC00302554         240R
USC00302610         224S
USC00302627         226R
USC00303025         220S
USC00303033         166S
USC00303124         160R
USC00303184         175S
USC00303259         191R
USC00303284         267S
USC00303319         209R
USC00303346         221S
USC00303354         225R
USC00303360         181R
USC00303464         143R
USC00303773         188S
USC00303955         205R
USC00304025         213S
USC00304102         209S
USC00304174         198S
USC00304207         217R
USC00304555         236S
USC00304575         227R
USC00304647         203S
USC00304731         203R
USC00304791         212R
USC00304808         210S
USC00304836         199Q
USC00304844         191R
USC00304849         174R
USC00304912         199S
USC00304996         191S
USC00305113         211S
USC00305233         200Q
USC00305310         197S
USC00305334         240R
USC00305377         168R
USC00305426         176S
USC00305512         182R
USC00305597         198R
USC00305714         198R
USC00305796         141R
USC00305840         193R
USC00306047         192Q
USC00306085         235S
USC00306138         162R
USC00306164         203R
USC00306184         205S
USC00306314         145S
USC00306441         187R
USC00306464         204R
USC00306538         206S
USC00306649         214R
USC00306659         186R
USC00306774         225S
USC00306957         195R
USC00307035         276R
USC00307134         159R
USC00307210         228Q
USC00307400         248R
USC00307405         241R
USC00307484         217S
USC00307633         196R
USC00307705         217R
USC00307799         164S
USC00307842         188S
USC00308086         224R
USC00308088         243R
USC00308248         205R
USC00308304         205R
USC00308322         196R
USC00308386         177Q
USC00308600         200S
USC00308625         205R
USC00308627         188R
USC00308631         222S
USC00308746         209R
USC00308906         215S
USC00308910         190R
USC00308932         243R
USC00308936         219R
USC00308944         219S
USC00308946         149R
USC00308962         171S
USC00309000         184S
USC00309047         247R
